id,height,weight
B61598,3.07160676,77.11064
B61608,2.98321984,58.513368
B61610,3.25225156,90.7184
B61611,3.25225156,90.7184
B61616,3.161284,86.18248
B61622,2.98321984,93.439952
B61624,3.25225156,106.59412
B61628,3.25225156,88.45044
B61637,3.43805764,74.84268
B61670,3.25225156,89.811216
B61705,3.43805764,97.52228
B61764,2.81031696,77.11064
B61766,3.92515344,99.79024
B61790,3.161284,85.275296
B61800,3.25225156,92.98636
B61803,3.25225156,90.7184
B61837,3.161284,85.275296
B61840,3.161284,99.79024
B61864,2.89612324,69.399576
B61868,2.64257536,63.049288
B61870,3.161284,89.811216
B61871,3.07160676,81.64656
B61878,3.25225156,83.91452
B61894,3.72644416,108.86208
B61896,3.629025,95.25432
B61904,3.53289616,99.79024
B61923,2.725801,77.11064
B61936,3.53289616,105.233344
B61940,3.161284,86.636072
B61941,3.629025,92.98636
B61949,3.25225156,115.66596
B61951,3.25225156,95.25432
B61962,3.43805764,106.140528
B61967,2.81031696,81.192968
B61978,3.07160676,77.11064
B61984,3.53289616,108.86208
B62008,2.89612324,68.0388
B62016,3.161284,97.52228
B62026,2.98321984,91.625584
B62038,2.47999504,79.3786
B62039,3.161284,88.45044
B62041,2.98321984,72.57472
B62058,3.161284,97.52228
B62074,3.43805764,107.047712
B62081,3.07160676,114.305184
B62089,3.53289616,106.140528
B62097,3.161284,88.904032
B62100,3.07160676,102.0582
B62102,3.07160676,90.7184
B62103,3.629025,97.52228
B62150,3.34450944,79.3786
B62156,2.81031696,63.50288
B62167,3.53289616,77.11064
B62187,3.53289616,102.0582
B62202,3.07160676,117.93392
B62219,2.89612324,93.893544
B62224,3.07160676,81.64656
B62246,2.725801,81.64656
B62251,2.81031696,78.017824
B62254,3.53289616,154.22128
B62263,2.98321984,69.853168
B62266,3.34450944,96.615096
B62267,3.25225156,127.00576
B62272,3.34450944,97.52228
B62273,2.89612324,90.7184
B62276,3.53289616,79.3786
B62283,3.25225156,68.0388
B62287,3.34450944,84.368112
B62313,2.81031696,68.0388
B62320,2.89612324,67.131616
B62327,3.53289616,79.3786
B62328,3.161284,90.264808
B62333,3.161284,88.904032
B62347,3.53289616,88.45044
B62349,3.34450944,95.25432
B62354,3.34450944,95.25432
B62376,3.53289616,112.944408
B62386,2.98321984,81.64656
B62394,2.56064004,90.7184
B62395,3.25225156,84.368112
B62406,3.25225156,81.64656
B62426,2.89612324,115.66596
B62427,3.43805764,109.769264
B62434,4.02644356,97.52228
B62436,3.43805764,108.86208
B62442,2.81031696,92.98636
B62447,2.81031696,77.11064
B62464,3.25225156,97.068688
B62475,2.81031696,103.872568
B62491,2.81031696,74.84268
B62503,3.25225156,77.11064
B62505,2.64257536,89.811216
B62519,3.07160676,127.00576
B62522,2.98321984,62.595696
B62531,3.07160676,117.93392
B62535,3.53289616,90.7184
B62536,3.25225156,79.3786
B62544,3.34450944,70.30676
B62551,3.43805764,118.841104
B62554,3.161284,99.79024
B62561,3.43805764,104.32616
B62562,3.07160676,92.98636
B62584,3.53289616,99.79024
B62593,2.89612324,77.11064
B62598,3.161284,88.904032
B62605,2.64257536,72.57472
B62638,3.43805764,99.79024
B62640,3.161284,121.109064
B62675,2.89612324,68.0388
B62677,3.53289616,72.57472
B62695,3.07160676,81.64656
B62713,3.34450944,97.52228
B62717,3.161284,83.91452
B62724,3.53289616,99.79024
B62725,3.161284,108.86208
B62726,3.43805764,65.317248
B62727,3.43805764,94.347136
B62731,3.07160676,79.3786
B62739,2.89612324,102.0582
B62740,2.98321984,113.398
B62744,2.98321984,108.86208
B62773,2.81031696,65.77084
B62807,2.89612324,97.068688
B62811,3.07160676,66.678024
B62815,2.89612324,95.25432
B62817,3.161284,72.121128
B62834,3.25225156,90.7184
B62850,2.81031696,67.131616
B62876,3.629025,110.222856
B62878,3.07160676,99.79024
B62884,2.89612324,68.0388
B62903,3.629025,102.0582
B62920,3.161284,129.27372
B62956,2.64257536,65.77084
B62974,2.89612324,82.100152
B62984,3.07160676,77.11064
B62993,3.25225156,99.336648
B62998,3.07160676,68.945984
B63004,2.89612324,81.64656
B63027,3.25225156,86.18248
B63031,3.25225156,72.57472
B63053,2.89612324,92.532768
B63077,2.98321984,72.57472
B63112,3.07160676,127.00576
B63116,3.34450944,87.089664
B63121,2.81031696,84.821704
B63128,2.98321984,81.64656
B63141,3.53289616,102.0582
B63167,3.53289616,108.86208
B63171,3.161284,85.275296
B63194,2.89612324,92.532768
B63195,3.25225156,124.7378
B63196,3.161284,70.30676
B63217,2.98321984,81.64656
B63219,3.25225156,99.79024
B63234,2.725801,63.049288
B63238,2.98321984,81.64656
B63260,3.43805764,119.294696
B63265,2.725801,75.296272
B63268,3.53289616,117.480328
B63282,3.161284,83.91452
B63287,3.34450944,127.00576
B63315,2.64257536,65.77084
B63319,3.161284,83.91452
B63336,2.98321984,105.233344
B63343,3.25225156,79.3786
B63346,3.07160676,92.532768
B63361,2.89612324,71.667536
B63376,3.07160676,75.296272
B63378,3.07160676,92.98636
B63380,2.98321984,127.912944
B63381,3.34450944,90.7184
B63385,3.34450944,75.296272
B63414,2.98321984,74.84268
B63429,2.725801,88.904032
B63436,2.98321984,89.811216
B63463,3.34450944,68.0388
B63490,3.161284,88.45044
B63494,3.161284,92.532768
B63500,3.43805764,88.45044
B63508,2.725801,86.18248
B63525,3.07160676,89.811216
B63533,2.89612324,86.18248
B63549,3.161284,90.7184
B63559,3.43805764,96.615096
B63567,3.25225156,98.429464
B63568,3.25225156,73.481904
B63570,3.43805764,93.893544
B63584,3.629025,97.52228
B63602,3.25225156,71.667536
B63612,3.07160676,95.25432
B63624,3.25225156,108.86208
B63625,3.07160676,87.996848
B63644,2.725801,83.91452
B63665,2.47999504,54.43104
B63672,3.07160676,120.20188
B63681,3.82515364,86.18248
B63688,3.34450944,77.11064
B63708,2.89612324,92.079176
B63712,3.25225156,68.945984
B63719,2.98321984,99.79024
B63725,3.43805764,99.79024
B63727,3.25225156,95.25432
B63728,2.89612324,115.66596
B63749,3.161284,70.30676
B63752,2.81031696,104.32616
B63774,3.72644416,95.25432
B63791,3.34450944,107.501304
B63800,3.07160676,90.7184
B63804,2.98321984,81.64656
B63806,3.34450944,81.64656
B63816,2.725801,82.553744
B63831,3.629025,87.996848
B63838,3.25225156,84.821704
B63843,2.89612324,72.57472
B63844,3.53289616,81.64656
B63845,3.07160676,99.336648
B63850,3.629025,113.398
B63860,3.07160676,96.615096
B63884,2.64257536,68.0388
B63888,3.25225156,77.11064
B63894,3.25225156,66.678024
B63895,3.25225156,105.686936
B63902,2.89612324,67.131616
B63905,3.43805764,108.86208
B63924,3.07160676,102.0582
B64008,3.161284,140.61352
B64012,3.25225156,90.7184
B64014,3.43805764,95.25432
B64023,2.98321984,91.625584
B64026,2.64257536,75.749864
B64044,3.34450944,126.098576
B64048,2.81031696,68.0388
B64050,3.53289616,104.32616
B64053,3.07160676,81.64656
B64057,2.89612324,74.84268
B64063,3.25225156,106.59412
B64065,3.34450944,95.25432
B64070,3.161284,86.18248
B64071,3.34450944,79.832192
B64075,2.89612324,79.3786
B64097,2.98321984,86.18248
B64127,3.25225156,63.50288
B64131,2.64257536,75.296272
B64140,3.34450944,83.460928
B64143,3.161284,60.781328
B64152,3.629025,115.66596
B64160,2.81031696,93.893544
B64209,3.25225156,90.7184
B64210,2.725801,130.180904
B64211,3.25225156,97.52228
B64240,3.161284,74.389088
B64243,2.89612324,102.965384
B64247,2.98321984,142.88148
B64249,3.34450944,106.59412
B64260,2.64257536,92.532768
B64261,3.43805764,93.439952
B64265,3.34450944,67.585208
B64291,2.89612324,81.64656
B64317,3.72644416,90.7184
B64334,3.161284,122.46984
B64344,2.98321984,77.11064
B64361,3.161284,131.54168
B64364,2.81031696,111.13004
B64365,2.98321984,90.7184
B64369,3.34450944,86.18248
B64415,2.89612324,90.7184
B64416,3.25225156,81.64656
B64435,2.81031696,86.18248
B64439,3.43805764,86.18248
B64452,3.25225156,93.439952
B64453,2.98321984,64.863656
B64475,3.07160676,90.7184
B64476,2.89612324,120.655472
B64477,3.161284,81.64656
B64502,2.47999504,82.553744
B64525,3.25225156,98.429464
B64536,3.43805764,120.20188
B64553,3.34450944,72.57472
B64568,3.07160676,163.29312
B64594,3.34450944,88.45044
B64600,3.25225156,102.0582
B64607,3.43805764,117.93392
B64619,3.07160676,102.0582
B64621,2.98321984,80.285784
B64634,2.98321984,97.52228
B64659,2.98321984,86.18248
B64670,2.725801,86.18248
B64671,3.43805764,97.52228
B64672,3.53289616,68.0388
B64684,3.43805764,141.974296
B64685,2.89612324,88.904032
B64720,2.81031696,55.338224
B64756,2.98321984,71.667536
B64779,2.89612324,72.57472
B64786,2.64257536,86.18248
B64791,3.07160676,95.25432
B64800,3.161284,88.904032
B64813,2.81031696,84.821704
B64881,2.89612324,81.64656
B64884,2.725801,86.18248
B64928,2.89612324,103.872568
B64929,3.34450944,97.52228
B64930,3.161284,99.79024
B64934,3.25225156,94.347136
B64940,3.25225156,103.872568
B64942,3.161284,90.7184
B64987,3.43805764,90.7184
B64995,2.98321984,95.25432
B65030,3.43805764,86.18248
B65034,2.98321984,68.0388
B65050,3.53289616,84.821704
B65061,3.25225156,108.86208
B65076,3.43805764,112.037224
B65077,3.161284,81.64656
B65089,2.81031696,67.585208
B65107,2.89612324,128.820128
B65121,3.34450944,120.20188
B65123,2.81031696,88.45044
B65144,2.98321984,90.7184
B65177,3.161284,74.84268
B65192,2.89612324,77.11064
B65200,3.53289616,96.161504
B65231,2.81031696,80.739376
B65236,2.725801,70.30676
B65240,2.725801,83.91452
B65254,3.25225156,95.25432
B65271,3.34450944,97.52228
B65278,3.07160676,83.91452
B65302,3.43805764,104.779752
B65326,3.07160676,68.0388
B65327,3.43805764,120.20188
B65362,3.43805764,111.13004
B65390,3.34450944,90.7184
B65394,3.34450944,120.20188
B65395,3.161284,95.25432
B65396,3.07160676,90.7184
B65409,2.98321984,98.883056
B65427,2.64257536,83.91452
B65432,3.07160676,81.64656
B65435,3.53289616,115.66596
B65452,3.07160676,97.52228
B65460,3.161284,104.32616
B65461,3.07160676,88.904032
B65474,3.161284,92.98636
B65495,3.34450944,95.25432
B65513,3.34450944,104.32616
B65518,3.34450944,130.180904
B65519,3.43805764,97.52228
B65523,2.98321984,81.64656
B65526,3.161284,68.0388
B65545,2.98321984,74.84268
B65554,2.81031696,89.811216
B65562,3.629025,97.52228
B65564,2.89612324,79.3786
B65594,2.89612324,99.79024
B65608,3.34450944,88.45044
B65618,2.81031696,85.728888
B65619,3.161284,83.91452
B65627,2.725801,81.64656
B65630,2.98321984,74.84268
B65661,2.81031696,74.84268
B65670,3.161284,77.11064
B65682,3.161284,69.853168
B65700,3.43805764,87.996848
B65703,2.81031696,81.64656
B65708,2.725801,86.18248
B65709,3.07160676,88.45044
B65713,3.07160676,82.553744
B65714,3.161284,112.490816
B65716,2.725801,56.699
B65724,2.81031696,73.935496
B65731,3.53289616,113.398
B65735,2.98321984,87.543256
B65748,3.07160676,113.398
B65756,3.34450944,100.243832
B65773,3.629025,104.32616
B65805,2.89612324,124.7378
B65823,3.25225156,69.399576
B65845,3.34450944,90.7184
B65854,3.161284,79.3786
B65868,3.07160676,127.00576
B65895,2.98321984,97.52228
B65896,3.43805764,83.91452
B65897,3.161284,101.604608
B65901,2.89612324,79.3786
B65939,3.34450944,77.11064
B65946,3.07160676,94.347136
B65963,2.89612324,72.57472
B65992,3.53289616,113.398
B66002,3.25225156,86.18248
B66005,3.34450944,86.18248
B66006,3.25225156,103.872568
B66010,3.629025,109.769264
B66033,2.81031696,126.098576
B66040,3.34450944,95.25432
B66041,2.98321984,90.7184
B66048,2.89612324,104.32616
B66056,3.34450944,117.026736
B66083,2.98321984,85.275296
B66086,3.53289616,81.192968
B66087,3.07160676,149.231768
B66103,3.25225156,77.11064
B66104,3.07160676,92.98636
B66119,2.89612324,76.203456
B66136,3.25225156,86.18248
B66171,2.89612324,124.7378
B66203,2.64257536,68.945984
B66207,2.725801,87.543256
B66208,3.161284,113.398
B66211,2.81031696,68.0388
B66214,3.25225156,74.84268
B66215,2.89612324,72.57472
B66226,3.25225156,100.697424
B66232,2.89612324,91.625584
B66267,3.07160676,99.79024
B66268,2.98321984,98.883056
B66277,3.161284,80.739376
B66286,2.81031696,89.811216
B66287,3.43805764,114.305184
B66309,3.34450944,131.54168
B66314,3.07160676,82.553744
B66330,2.725801,79.3786
B66331,3.34450944,110.676448
B66333,3.07160676,156.48924
B66343,2.98321984,136.0776
B66354,3.25225156,99.79024
B66366,3.34450944,83.91452
B66367,3.43805764,79.3786
B66387,2.98321984,59.874144
B66390,3.25225156,99.336648
B66407,2.81031696,77.564232
B66421,2.98321984,90.7184
B66426,3.25225156,92.98636
B66445,2.98321984,86.18248
B66448,3.161284,83.91452
B66457,3.161284,102.0582
B66475,2.64257536,74.389088
B66483,3.34450944,99.79024
B66493,2.98321984,158.303608
B66495,2.98321984,94.800728
B66497,3.53289616,78.925008
B66498,3.161284,65.77084
B66500,2.89612324,122.46984
B66502,2.725801,66.224432
B66509,2.98321984,87.996848
B66531,3.34450944,95.25432
B66532,3.25225156,102.0582
B66533,,
B66537,3.25225156,86.18248
B66547,3.25225156,109.315672
B66557,3.53289616,94.347136
B66570,2.89612324,113.398
B66583,2.81031696,117.93392
B66603,3.161284,90.7184
B66609,2.98321984,79.3786
B66638,3.53289616,111.13004
B66660,3.629025,95.25432
B66664,3.161284,77.11064
B66670,3.72644416,86.18248
B66674,3.82515364,92.98636
B66678,3.34450944,108.86208
B66690,2.81031696,81.64656
B66698,3.72644416,98.429464
B66699,3.25225156,86.18248
B66718,3.161284,89.811216
B66724,3.43805764,74.84268
B66732,2.89612324,92.079176
B66748,3.34450944,81.64656
B66753,2.98321984,104.32616
B66758,2.98321984,97.068688
B66760,3.161284,92.98636
B66775,3.92515344,99.79024
B66781,3.43805764,70.30676
B66799,2.98321984,72.57472
B66804,3.161284,90.7184
B66807,3.43805764,68.0388
B66833,3.53289616,89.811216
B66838,2.81031696,92.98636
B66849,2.64257536,83.91452
B66850,2.81031696,83.007336
B66876,3.34450944,83.91452
B66885,2.98321984,70.30676
B66887,3.07160676,81.64656
B66891,2.725801,81.64656
B66899,3.43805764,68.0388
B66915,3.161284,97.52228
B66923,3.25225156,81.64656
B66962,2.89612324,68.0388
B66965,3.25225156,130.180904
B66973,3.161284,107.501304
B66978,2.56064004,75.296272
B66988,2.89612324,97.52228
B67020,3.72644416,106.140528
B67042,3.25225156,97.52228
B67063,3.25225156,106.59412
B67076,2.98321984,86.18248
B67080,3.07160676,92.98636
B67087,3.161284,106.59412
B67096,3.82515364,98.429464
B67104,3.43805764,102.0582
B67123,2.89612324,67.585208
B67134,3.629025,91.171992
B67151,2.89612324,79.3786
B67157,3.07160676,77.11064
B67160,3.43805764,73.481904
B67165,3.53289616,102.0582
B67168,2.98321984,96.161504
B67169,3.161284,95.707912
B67194,,
B67201,3.07160676,81.192968
B67219,2.56064004,104.32616
B67227,2.98321984,65.77084
B67254,3.07160676,122.46984
B67259,2.89612324,79.3786
B67260,3.25225156,83.460928
B67270,3.43805764,131.54168
B67277,2.98321984,92.98636
B67279,3.161284,89.357624
B67284,2.89612324,99.336648
B67298,3.629025,102.0582
B67340,3.07160676,68.0388
B67358,2.98321984,66.678024
B67369,2.89612324,90.7184
B67377,3.07160676,81.64656
B67401,3.34450944,97.52228
B67408,2.89612324,81.64656
B67423,3.43805764,90.7184
B67427,3.161284,90.7184
B67436,3.629025,129.27372
B67450,3.34450944,88.45044
B67473,3.25225156,115.66596
B67474,3.161284,117.93392
B67475,3.25225156,86.18248
B67521,3.43805764,134.716824
B67536,3.43805764,83.91452
B67540,2.81031696,76.203456
B67543,2.89612324,74.389088
B67547,3.34450944,90.7184
B67578,3.53289616,102.0582
B67595,3.07160676,104.32616
B67600,3.25225156,72.57472
B67606,2.47999504,67.585208
B67620,3.43805764,77.11064
B67637,3.25225156,131.54168
B67645,3.07160676,83.91452
B67651,,
B67655,3.161284,90.7184
B67668,3.53289616,88.45044
B67674,2.89612324,79.3786
B67684,3.34450944,104.779752
B67687,3.53289616,87.089664
B67688,2.98321984,62.595696
B67691,3.629025,115.66596
B67692,2.89612324,81.64656
B67695,3.161284,83.91452
B67701,3.72644416,92.079176
B67703,2.725801,57.152592
B67719,3.161284,106.59412
B67725,2.89612324,95.25432
B67759,3.25225156,106.59412
B67821,2.98321984,65.77084
B67824,2.98321984,86.636072
B67833,2.81031696,69.853168
B67873,3.34450944,103.418976
B67895,2.89612324,79.3786
B67910,3.34450944,117.93392
B67912,3.07160676,65.77084
B67918,3.43805764,106.59412
B67919,2.89612324,63.50288
B67920,3.53289616,86.18248
B67935,3.629025,97.52228
B67939,3.34450944,104.32616
B67941,3.07160676,79.3786
B67956,3.07160676,68.492392
B67964,3.34450944,95.25432
B67984,3.07160676,79.3786
B67989,3.25225156,92.079176
B67991,2.81031696,81.64656
B68012,3.72644416,127.00576
B68038,3.43805764,117.93392
B68040,3.07160676,99.79024
B68048,2.98321984,102.0582
B68053,3.82515364,126.098576
B68069,2.89612324,75.749864
B68098,3.07160676,97.068688
B68127,3.161284,95.25432
B68130,2.64257536,65.77084
B68134,2.725801,77.11064
B68145,3.43805764,102.0582
B68160,3.07160676,80.739376
B68169,3.07160676,76.203456
B68183,2.89612324,71.213944
B68185,3.25225156,77.11064
B68187,3.34450944,84.821704
B68200,3.25225156,84.821704
B68206,3.34450944,95.25432
B68216,3.25225156,92.98636
B68233,2.98321984,72.57472
B68234,2.89612324,77.564232
B68239,2.81031696,82.553744
B68243,2.98321984,72.57472
B68272,3.43805764,122.923432
B68275,2.89612324,86.636072
B68284,3.34450944,92.98636
B68292,3.34450944,77.11064
B68318,3.34450944,99.79024
B68322,3.161284,83.91452
B68344,3.161284,89.811216
B68353,3.43805764,119.748288
B68364,3.161284,61.688512
B68367,2.98321984,104.32616
B68369,3.53289616,88.45044
B68409,3.25225156,81.64656
B68413,3.25225156,94.347136
B68414,3.07160676,105.233344
B68447,2.81031696,72.57472
B68471,2.64257536,64.410064
B68487,2.98321984,62.595696
B68515,2.89612324,70.30676
B68521,3.43805764,99.79024
B68523,2.98321984,68.0388
B68536,3.25225156,70.30676
B68538,2.64257536,68.0388
B68544,3.161284,99.79024
B68549,3.161284,70.30676
B68574,3.629025,95.25432
B68575,3.53289616,90.7184
B68582,3.07160676,104.32616
B68600,3.34450944,97.52228
B68620,2.98321984,77.11064
B68630,3.43805764,99.79024
B68635,3.25225156,131.54168
B68643,3.161284,117.026736
B68644,2.89612324,68.0388
B68645,2.81031696,77.11064
B68679,3.161284,97.975872
B68701,2.98321984,72.57472
B68725,3.07160676,79.3786
B68750,3.92515344,95.25432
B68761,2.98321984,95.25432
B68762,2.98321984,92.532768
B68763,3.25225156,99.79024
B68781,3.07160676,84.821704
B68785,3.53289616,98.883056
B68809,3.25225156,120.20188
B68820,3.25225156,100.243832
B68831,3.161284,87.543256
B68838,3.629025,107.047712
B68842,3.43805764,107.501304
B68859,2.98321984,72.57472
B68879,3.25225156,65.77084
B68931,3.53289616,85.275296
B68938,3.07160676,70.30676
B68957,2.725801,74.84268
B68960,2.89612324,92.98636
B68966,3.34450944,79.3786
B68973,3.161284,99.79024
B68975,2.64257536,72.57472
B68994,4.44450724,97.52228
B69002,2.89612324,89.811216
B69015,3.53289616,86.18248
B69018,3.629025,104.32616
B69023,3.53289616,83.91452
B69027,2.98321984,110.222856
B69028,3.43805764,83.91452
B69037,2.98321984,63.50288
B69041,3.53289616,131.54168
B69066,3.629025,87.996848
B69071,3.07160676,77.11064
B69081,3.161284,131.54168
B69099,3.25225156,90.7184
B69105,2.89612324,78.471416
B69106,3.25225156,116.119552
B69107,2.98321984,99.79024
B69108,2.98321984,79.3786
B69109,3.25225156,92.98636
B69110,3.629025,122.016248
B69125,3.34450944,127.00576
B69148,2.64257536,68.0388
B69153,3.43805764,81.64656
B69162,2.98321984,74.84268
B69163,3.07160676,89.357624
B69169,2.98321984,100.697424
B69174,2.89612324,86.18248
B69194,3.161284,86.18248
B69197,3.161284,119.748288
B69208,3.07160676,73.028312
B69211,3.25225156,122.46984
B69219,3.25225156,122.46984
B69220,2.81031696,71.667536
B69224,3.25225156,129.27372
B69227,3.25225156,90.264808
B69237,3.34450944,74.84268
B69248,2.725801,70.30676
B69263,3.161284,86.18248
B69265,3.34450944,106.59412
B69282,2.89612324,70.30676
B69303,3.629025,86.636072
B69304,3.34450944,94.347136
B69318,2.81031696,86.18248
B69320,3.43805764,132.448864
B69328,3.43805764,88.45044
B69369,3.07160676,74.84268
B69379,3.161284,79.3786
B69406,2.98321984,131.54168
B69407,2.725801,72.57472
B69409,2.89612324,68.0388
B69417,3.629025,95.25432
B69424,3.161284,81.64656
B69429,3.34450944,113.398
B69433,3.43805764,83.91452
B69449,3.43805764,90.7184
B69477,3.629025,108.86208
B69489,3.161284,88.45044
B69504,3.07160676,82.553744
B69505,3.07160676,77.11064
B69509,2.64257536,92.98636
B69524,3.25225156,120.20188
B69547,3.161284,94.347136
B69551,2.98321984,74.389088
B69558,3.25225156,105.233344
B69560,3.34450944,92.98636
B69570,3.161284,70.30676
B69572,3.25225156,90.7184
B69582,3.07160676,79.3786
B69587,3.07160676,122.46984
B69607,3.629025,117.93392
B69610,3.25225156,87.996848
B69626,3.43805764,81.64656
B69638,3.161284,88.45044
B69639,3.07160676,108.86208
B69646,3.34450944,99.79024
B69648,3.34450944,77.11064
B69649,3.25225156,79.3786
B69651,3.43805764,88.45044
B69661,3.25225156,66.678024
B69680,3.92515344,83.91452
B69681,2.89612324,72.57472
B69684,3.25225156,96.161504
B69698,2.81031696,69.399576
B69711,2.98321984,73.028312
B69725,3.25225156,88.45044
B69729,3.07160676,74.84268
B69730,2.98321984,87.089664
B69761,3.43805764,86.18248
B69762,3.25225156,81.64656
B69765,2.81031696,63.50288
B69776,3.43805764,104.32616
B69784,3.25225156,106.59412
B69802,3.161284,104.32616
B69817,3.43805764,90.7184
B69826,3.34450944,84.821704
B69827,2.89612324,74.84268
B69828,3.161284,85.728888
B69829,3.25225156,92.98636
B69845,3.92515344,98.883056
B69853,3.07160676,74.84268
B69857,2.81031696,95.25432
B69863,3.43805764,74.84268
B69885,2.81031696,77.11064
B69886,3.25225156,86.636072
B69887,3.07160676,97.52228
B69894,3.25225156,90.7184
B69903,2.725801,81.192968
B69912,3.82515364,147.4174
B69939,2.81031696,77.11064
B69946,3.161284,89.811216
B69950,3.25225156,106.59412
B69954,3.34450944,72.57472
B69955,2.81031696,71.667536
B69958,3.161284,72.57472
B69978,2.98321984,83.91452
B69987,2.89612324,83.91452
B69990,3.07160676,118.387512
B70011,2.98321984,89.357624
B70013,3.161284,92.079176
B70015,3.07160676,83.91452
B70019,3.25225156,88.45044
B70027,3.161284,91.171992
B70031,2.98321984,72.57472
B70047,3.25225156,122.46984
B70051,3.161284,114.758776
B70079,3.34450944,99.79024
B70088,3.25225156,74.84268
B70089,3.53289616,92.98636
B70090,3.161284,133.80964
B70091,3.43805764,88.904032
B70126,3.34450944,91.625584
B70133,3.25225156,106.59412
B70173,2.81031696,73.028312
B70177,2.64257536,70.30676
B70187,2.81031696,81.64656
B70201,3.25225156,76.203456
B70213,3.161284,96.161504
B70223,3.07160676,92.079176
B70235,2.81031696,88.45044
B70251,3.07160676,95.707912
B70261,3.53289616,104.32616
B70274,3.43805764,106.59412
B70291,3.161284,77.11064
B70293,2.81031696,63.50288
B70294,3.161284,104.32616
B70298,3.53289616,104.32616
B70301,2.81031696,68.0388
B70302,2.725801,107.501304
B70303,3.43805764,83.91452
B70326,2.98321984,119.294696
B70329,3.72644416,111.13004
B70333,2.89612324,84.821704
B70349,2.64257536,90.7184
B70352,2.81031696,108.86208
B70370,3.629025,83.91452
B70393,2.98321984,86.18248
B70396,2.98321984,90.7184
B70400,3.25225156,98.883056
B70406,3.72644416,130.634496
B70444,3.07160676,68.0388
B70451,3.161284,79.3786
B70458,3.43805764,83.91452
B70462,3.34450944,90.7184
B70464,2.98321984,92.98636
B70478,3.53289616,107.954896
B70493,3.25225156,89.811216
B70520,2.81031696,90.7184
B70537,2.89612324,90.7184
B70542,3.25225156,99.79024
B70549,2.98321984,102.965384
B70553,2.81031696,108.86208
B70570,2.98321984,104.32616
B70577,2.64257536,90.7184
B70590,3.161284,71.213944
B70591,2.98321984,76.203456
B70598,2.98321984,92.532768
B70605,2.98321984,112.490816
B70609,2.64257536,61.23492
B70625,3.34450944,124.7378
B70630,3.07160676,95.25432
B70632,3.43805764,95.25432
B70638,3.34450944,57.606184
B70658,3.25225156,81.64656
B70661,3.07160676,100.697424
B70662,3.161284,85.275296
B70664,2.98321984,63.50288
B70665,3.161284,122.016248
B70666,3.53289616,99.79024
B70671,2.98321984,68.0388
B70684,2.47999504,54.43104
B70686,2.89612324,86.18248
B70703,3.34450944,83.91452
B70709,3.07160676,104.32616
B70715,2.81031696,120.20188
B70740,2.64257536,58.96696
B70743,3.07160676,95.25432
B70746,3.07160676,77.11064
B70761,3.53289616,116.573144
B70775,2.47999504,68.0388
B70777,2.81031696,109.769264
B70783,3.07160676,68.945984
B70794,3.161284,87.996848
B70797,2.89612324,59.874144
B70798,2.98321984,99.79024
B70814,3.34450944,86.18248
B70836,3.34450944,83.91452
B70862,3.161284,84.368112
B70863,3.72644416,104.32616
B70866,3.629025,97.52228
B70868,3.43805764,103.418976
B70889,2.81031696,68.0388
B70899,3.161284,117.93392
B70903,2.98321984,74.389088
B70907,2.89612324,82.100152
B70934,3.161284,61.23492
B70947,3.53289616,131.54168
B70955,2.98321984,81.64656
B70971,2.81031696,68.0388
B70980,3.34450944,103.418976
B70993,2.47999504,52.16308
B70994,2.98321984,104.32616
B70995,2.89612324,81.64656
B71002,3.34450944,108.86208
B71008,3.07160676,108.86208
B71014,2.64257536,51.709488
B71048,3.161284,83.460928
B71049,2.89612324,79.832192
B71051,3.25225156,115.66596
B71052,3.25225156,109.769264
B71054,2.89612324,77.11064
B71059,2.89612324,64.863656
B71060,2.98321984,104.32616
B71062,3.25225156,73.935496
B71080,3.25225156,76.203456
B71104,2.725801,79.3786
B71105,3.53289616,81.64656
B71130,2.89612324,81.64656
B71132,3.07160676,83.91452
B71150,3.34450944,99.79024
B71158,3.629025,133.356048
B71172,3.53289616,104.32616
B71179,3.161284,80.285784
B71207,2.89612324,65.77084
B71214,3.43805764,100.697424
B71218,2.98321984,74.84268
B71220,3.629025,113.398
B71222,2.81031696,77.11064
B71223,2.89612324,76.203456
B71225,2.64257536,83.91452
B71238,2.89612324,83.460928
B71245,2.89612324,80.739376
B71246,3.25225156,83.91452
B71250,3.34450944,83.91452
B71273,3.53289616,126.098576
B71279,2.98321984,72.57472
B71295,2.81031696,63.049288
B71303,3.07160676,78.471416
B71334,3.34450944,73.935496
B71351,3.161284,99.79024
B71382,3.07160676,72.57472
B71431,3.34450944,136.0776
B71441,3.43805764,90.7184
B71470,3.25225156,112.490816
B71481,2.89612324,84.368112
B71484,3.07160676,79.3786
B71491,3.82515364,94.347136
B71495,3.25225156,90.7184
B71498,2.98321984,112.037224
B71508,3.25225156,72.57472
B71517,3.161284,111.13004
B71525,2.81031696,77.11064
B71530,3.07160676,74.84268
B71535,3.07160676,79.3786
B71536,3.07160676,86.18248
B71539,2.89612324,104.32616
B71542,2.64257536,67.585208
B71561,2.89612324,83.007336
B71562,3.43805764,77.564232
B71563,3.34450944,83.460928
B71575,3.07160676,86.18248
B71583,3.07160676,86.18248
B71590,3.53289616,77.11064
B71605,3.629025,140.61352
B71614,2.81031696,79.3786
B71638,3.43805764,89.357624
B71657,2.89612324,107.047712
B71674,3.161284,92.98636
B71677,3.161284,117.93392
